tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,tech_support,support_tickets_90d,satisfaction_score,churn
14,77.53,1087.3,Two year,Fiber optic,Credit card,No,3,3,0
12,118.75,1469.49,Month-to-month,Fiber optic,Bank transfer,No,7,2,0
14,82.28,1120.99,Two year,DSL,Electronic check,Yes,1,4,0
27,89.82,2505.72,One year,Fiber optic,Mailed check,Yes,3,2,1
37,88.47,3102.4,Month-to-month,DSL,Credit card,No,1,4,0
21,75.3,1586.58,Month-to-month,No,Electronic check,Yes,1,4,0
39,54.36,2196.36,Two year,DSL,Electronic check,No,0,4,0
13,60.19,775.83,Month-to-month,No,Credit card,No,1,4,0
42,82.39,3534.27,One year,DSL,Credit card,No,1,2,0
21,92.97,1949.68,One year,Fiber optic,Credit card,Yes,4,4,0
35,70.68,2327.38,One year,Fiber optic,Mailed check,No,1,3,0
13,61.92,836.8,Month-to-month,DSL,Electronic check,No,2,4,1
20,83.94,1589.18,Month-to-month,DSL,Electronic check,Yes,0,5,0
70,56.26,4024.74,Two year,No,Bank transfer,Yes,1,5,0
20,87.93,1639.21,Month-to-month,Fiber optic,Credit card,Yes,0,5,0
37,92.92,3381.66,Month-to-month,Fiber optic,Mailed check,Yes,3,3,0
40,73.07,2910.24,Month-to-month,No,Mailed check,Yes,1,5,0
30,75.67,2287.66,One year,No,Credit card,Yes,3,3,0
34,59.6,2049.08,Month-to-month,DSL,Electronic check,No,0,5,0
13,54.75,659.93,One year,DSL,Electronic check,No,0,4,0
10,59.39,571.33,Month-to-month,No,Credit card,No,4,1,1
8,55.62,448.01,One year,DSL,Mailed check,No,3,3,1
26,70.31,1770.89,Two year,DSL,Credit card,Yes,1,3,0
20,60.44,1182.35,Month-to-month,No,Credit card,No,4,4,1
25,109.01,2541.92,One year,Fiber optic,Credit card,Yes,1,4,0
7,72.03,503.22,One year,Fiber optic,Mailed check,Yes,4,3,0
11,44.41,470.26,One year,No,Bank transfer,No,2,4,0
36,70.49,2371.95,Month-to-month,Fiber optic,Bank transfer,No,6,3,1
22,76.19,1652.03,One year,Fiber optic,Credit card,Yes,2,3,0
21,63.04,1287.18,Month-to-month,DSL,Electronic check,No,0,4,1
16,77.36,1240.2,Month-to-month,DSL,Bank transfer,Yes,0,5,0
10,94.66,899.04,Month-to-month,Fiber optic,Credit card,No,2,3,1
43,58.97,2382.7,Month-to-month,DSL,Mailed check,Yes,2,2,0
48,89.13,4126.49,Month-to-month,Fiber optic,Bank transfer,No,3,3,0
20,91.41,1900.4,One year,Fiber optic,Electronic check,Yes,2,4,0
18,73.9,1260.85,One year,Fiber optic,Electronic check,Yes,2,4,0
51,65.53,3203.04,Month-to-month,DSL,Electronic check,No,1,2,1
11,56.8,638.57,Month-to-month,No,Mailed check,No,1,3,0
13,64.85,858.87,One year,DSL,Electronic check,No,0,4,0
35,43.38,1474.66,Month-to-month,No,Bank transfer,No,2,4,0
13,89.37,1191.47,One year,Fiber optic,Mailed check,Yes,3,3,1
20,66.86,1360.29,Month-to-month,Fiber optic,Electronic check,No,2,2,1
2,96.88,185.44,Two year,Fiber optic,Electronic check,Yes,2,3,0
49,70.67,3465.13,Month-to-month,No,Bank transfer,Yes,1,4,0
33,55.34,1742.07,One year,DSL,Mailed check,No,2,4,0
41,80.24,3249.61,Month-to-month,DSL,Bank transfer,No,4,3,1
9,89.11,784.08,Month-to-month,Fiber optic,Credit card,Yes,0,3,1
56,51.61,2838.0,Two year,No,Credit card,No,2,3,0
18,53.07,997.36,Two year,No,Bank transfer,No,2,3,0
44,91.07,4099.24,Month-to-month,No,Bank transfer,Yes,2,5,0
25,84.66,2117.45,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
34,104.45,3290.9,Two year,Fiber optic,Mailed check,No,3,3,0
27,72.38,1830.4,Month-to-month,DSL,Electronic check,Yes,2,3,0
13,54.14,706.05,Two year,DSL,Credit card,No,4,2,0
4,79.65,331.18,Month-to-month,DSL,Credit card,No,1,3,1
46,90.41,3852.44,Month-to-month,Fiber optic,Bank transfer,No,0,3,1
1,68.84,72.19,Month-to-month,DSL,Bank transfer,Yes,5,3,1
37,105.12,3816.49,Month-to-month,Fiber optic,Bank transfer,Yes,2,4,0
46,94.85,4230.39,Month-to-month,DSL,Electronic check,Yes,2,4,1
5,92.47,466.34,Month-to-month,Fiber optic,Electronic check,Yes,2,3,1
14,67.26,987.42,Two year,No,Electronic check,Yes,1,4,0
5,79.97,378.45,Month-to-month,Fiber optic,Credit card,No,3,3,1
12,58.1,728.68,One year,DSL,Bank transfer,No,2,4,0
41,80.07,3073.27,Month-to-month,Fiber optic,Mailed check,No,6,2,0
34,79.96,2787.65,One year,Fiber optic,Electronic check,No,1,3,1
31,72.1,2260.6,Month-to-month,DSL,Credit card,Yes,0,3,0
14,79.64,1096.49,One year,Fiber optic,Credit card,No,0,4,1
1,71.83,71.2,One year,DSL,Credit card,No,2,3,0
6,107.68,676.45,Two year,Fiber optic,Mailed check,Yes,3,3,0
16,69.82,1138.86,Two year,DSL,Mailed check,Yes,1,5,0
8,57.29,480.64,Month-to-month,No,Bank transfer,No,2,3,0
37,56.88,1967.24,Month-to-month,DSL,Electronic check,No,0,3,0
58,82.5,4648.97,Month-to-month,Fiber optic,Mailed check,No,1,4,0
25,74.14,1765.09,One year,DSL,Mailed check,Yes,0,4,0
5,78.91,379.73,Month-to-month,Fiber optic,Bank transfer,No,2,3,1
47,102.13,5019.29,Two year,Fiber optic,Mailed check,No,3,5,1
21,78.31,1631.37,Two year,No,Electronic check,No,3,4,0
19,75.51,1475.51,Month-to-month,Fiber optic,Mailed check,Yes,3,4,1
29,88.13,2354.4,Month-to-month,Fiber optic,Mailed check,No,7,1,1
7,69.48,480.44,Month-to-month,No,Bank transfer,Yes,2,4,0
14,85.23,1246.06,Month-to-month,Fiber optic,Credit card,Yes,3,4,1
18,98.54,1710.6,Month-to-month,Fiber optic,Electronic check,No,1,4,0
24,59.32,1401.24,Month-to-month,No,Bank transfer,Yes,0,3,1
25,100.54,2410.39,Two year,Fiber optic,Mailed check,Yes,0,3,0
29,70.82,2079.32,One year,DSL,Bank transfer,Yes,0,4,0
12,69.39,767.04,Month-to-month,Fiber optic,Credit card,No,1,2,1
3,54.17,161.57,Month-to-month,No,Mailed check,Yes,2,4,0
16,86.01,1285.98,One year,DSL,Credit card,No,0,4,0
18,102.03,1797.74,Month-to-month,Fiber optic,Electronic check,No,4,3,0
3,40.72,120.41,Two year,No,Credit card,No,1,2,0
11,92.84,993.66,Month-to-month,Fiber optic,Credit card,Yes,0,3,1
22,56.08,1143.16,Two year,No,Electronic check,No,4,2,0
13,60.47,780.28,One year,DSL,Bank transfer,No,1,3,1
21,97.55,1951.48,Two year,Fiber optic,Mailed check,No,4,3,0
12,52.92,620.67,One year,DSL,Credit card,No,2,3,0
31,79.73,2303.01,One year,Fiber optic,Electronic check,No,3,4,0
8,68.73,517.52,Month-to-month,DSL,Bank transfer,Yes,2,2,1
19,71.18,1352.43,One year,DSL,Mailed check,Yes,3,2,0
20,86.14,1807.57,One year,Fiber optic,Electronic check,No,1,4,0
36,68.32,2576.29,Month-to-month,No,Credit card,Yes,1,3,0
15,59.15,829.54,One year,No,Bank transfer,No,1,3,0
57,88.03,4994.74,Month-to-month,DSL,Mailed check,Yes,0,3,0
56,66.91,3887.29,Month-to-month,DSL,Credit card,Yes,2,4,1
9,93.93,821.62,Month-to-month,Fiber optic,Credit card,Yes,1,5,0
19,56.14,1092.77,Month-to-month,No,Credit card,No,1,3,0
6,61.65,347.13,Month-to-month,No,Electronic check,Yes,0,3,1
27,49.4,1397.92,Two year,No,Credit card,No,2,2,1
13,77.09,1005.8,Month-to-month,DSL,Electronic check,No,1,3,1
21,80.12,1682.95,Two year,Fiber optic,Bank transfer,No,2,2,0
16,103.62,1650.45,Two year,Fiber optic,Credit card,Yes,1,3,0
72,67.09,5010.59,Month-to-month,DSL,Electronic check,Yes,0,3,0
17,90.68,1480.06,One year,Fiber optic,Electronic check,Yes,1,4,0
16,81.12,1230.24,Month-to-month,DSL,Credit card,Yes,1,4,0
38,91.94,3457.03,Two year,Fiber optic,Electronic check,No,2,3,0
42,60.11,2645.97,Month-to-month,DSL,Electronic check,Yes,0,4,0
23,60.79,1464.96,Month-to-month,DSL,Electronic check,Yes,1,4,0
43,101.81,4079.82,Month-to-month,Fiber optic,Bank transfer,No,0,4,1
72,47.15,3144.33,One year,DSL,Mailed check,No,3,3,0
15,67.34,1035.49,Month-to-month,Fiber optic,Mailed check,No,3,3,0
7,82.68,580.86,Month-to-month,Fiber optic,Credit card,No,2,3,0
26,76.5,1991.53,Two year,Fiber optic,Bank transfer,No,0,4,0
40,91.53,3701.19,Month-to-month,Fiber optic,Bank transfer,No,0,4,1
54,78.08,3896.32,One year,Fiber optic,Electronic check,Yes,3,3,1
29,98.41,2777.97,One year,Fiber optic,Credit card,Yes,1,3,0
20,90.24,1772.9,Month-to-month,Fiber optic,Electronic check,No,6,3,1
10,76.83,772.62,Month-to-month,Fiber optic,Credit card,Yes,1,4,0
46,73.75,3377.1,Month-to-month,DSL,Electronic check,No,3,2,1
24,78.76,1924.6,Two year,No,Credit card,Yes,3,3,0
4,72.43,286.96,One year,Fiber optic,Credit card,No,2,3,0
70,85.41,5991.82,Month-to-month,Fiber optic,Electronic check,No,4,2,0
7,89.56,577.2,Two year,Fiber optic,Electronic check,Yes,0,5,0
40,92.58,3713.47,Month-to-month,Fiber optic,Electronic check,No,4,3,0
23,89.68,2034.71,Month-to-month,Fiber optic,Electronic check,Yes,0,3,1
4,56.91,221.66,Month-to-month,DSL,Mailed check,No,0,3,0
18,52.61,957.09,One year,DSL,Electronic check,No,5,2,1
15,57.28,790.75,Month-to-month,DSL,Electronic check,No,2,4,1
5,61.59,314.08,One year,No,Mailed check,Yes,0,4,0
27,69.61,1945.78,Month-to-month,No,Electronic check,No,1,3,0
36,63.67,2142.49,One year,Fiber optic,Credit card,No,2,4,0
19,101.93,1870.93,Two year,Fiber optic,Electronic check,Yes,1,4,0
15,87.55,1356.52,Month-to-month,DSL,Electronic check,No,2,2,1
29,83.64,2251.21,Month-to-month,DSL,Electronic check,No,0,3,1
1,84.58,80.31,One year,DSL,Electronic check,No,4,2,1
13,70.86,943.99,Month-to-month,DSL,Electronic check,Yes,1,3,1
14,62.64,847.45,Month-to-month,No,Electronic check,Yes,1,4,0
19,49.79,912.1,One year,DSL,Electronic check,Yes,1,5,0
5,65.89,320.16,Month-to-month,No,Mailed check,Yes,1,3,0
2,68.44,143.14,One year,No,Mailed check,No,1,3,0
8,79.43,589.38,Month-to-month,Fiber optic,Bank transfer,Yes,2,3,1
27,85.29,2228.49,Month-to-month,Fiber optic,Credit card,Yes,3,5,0
14,100.17,1356.1,One year,Fiber optic,Bank transfer,Yes,2,3,1
8,86.55,725.12,One year,Fiber optic,Electronic check,Yes,0,5,0
63,81.64,4924.6,Month-to-month,No,Mailed check,Yes,1,3,0
15,69.25,1083.15,Month-to-month,No,Bank transfer,Yes,1,3,1
20,90.42,1758.53,Month-to-month,Fiber optic,Bank transfer,No,2,4,0
46,108.36,4881.48,Month-to-month,Fiber optic,Electronic check,Yes,1,2,1
22,63.49,1407.98,Two year,No,Credit card,Yes,1,3,0
29,69.8,1988.53,Month-to-month,DSL,Electronic check,No,1,2,1
10,67.1,636.19,One year,DSL,Electronic check,Yes,0,3,0
20,71.92,1480.33,Month-to-month,Fiber optic,Bank transfer,Yes,2,5,0
58,77.7,4311.23,Month-to-month,Fiber optic,Credit card,No,2,4,0
26,114.17,3061.82,One year,Fiber optic,Credit card,Yes,3,3,1
23,97.77,2351.78,One year,Fiber optic,Credit card,No,3,4,0
16,82.69,1308.93,Month-to-month,Fiber optic,Mailed check,No,0,4,1
6,78.37,443.24,Month-to-month,Fiber optic,Mailed check,No,2,4,0
43,48.13,1947.93,Month-to-month,DSL,Electronic check,No,1,4,1
18,76.82,1425.28,Month-to-month,DSL,Mailed check,No,3,3,0
11,104.03,1094.93,One year,Fiber optic,Credit card,Yes,4,2,1
5,59.0,290.36,Month-to-month,No,Electronic check,Yes,0,3,1
24,72.59,1780.44,Month-to-month,Fiber optic,Electronic check,No,4,2,0
7,38.97,252.91,Month-to-month,DSL,Credit card,No,8,2,1
43,80.14,3364.46,Two year,Fiber optic,Electronic check,No,2,4,0
11,43.34,480.15,Month-to-month,No,Electronic check,Yes,0,3,0
21,102.21,2135.01,One year,Fiber optic,Credit card,Yes,1,4,0
26,86.22,2180.78,Month-to-month,Fiber optic,Electronic check,No,1,2,1
24,35.62,825.67,Month-to-month,No,Credit card,No,1,3,0
37,102.47,3527.14,Month-to-month,Fiber optic,Electronic check,Yes,0,5,0
12,62.95,754.38,One year,DSL,Electronic check,Yes,1,4,0
20,81.85,1518.44,Month-to-month,DSL,Electronic check,No,2,4,1
30,118.75,3518.95,Two year,Fiber optic,Electronic check,No,1,3,0
54,95.84,4851.51,Month-to-month,Fiber optic,Mailed check,Yes,2,4,0
35,76.07,2463.27,Two year,No,Bank transfer,No,3,3,0
39,71.93,2758.6,Month-to-month,No,Mailed check,Yes,0,4,0
15,78.45,1129.42,Month-to-month,Fiber optic,Mailed check,No,5,1,1
26,62.91,1608.66,One year,No,Electronic check,No,3,4,0
49,48.58,2240.83,Month-to-month,No,Bank transfer,Yes,4,4,1
19,77.38,1537.41,Month-to-month,DSL,Electronic check,Yes,0,4,1
26,66.51,1594.1,Two year,DSL,Electronic check,No,1,3,0
4,94.57,354.68,One year,Fiber optic,Credit card,No,1,3,1
32,63.78,2066.31,Two year,DSL,Credit card,Yes,0,5,0
23,44.01,1053.72,Month-to-month,No,Electronic check,No,1,3,0
30,69.19,1922.05,One year,DSL,Electronic check,Yes,3,4,0
15,89.63,1240.78,One year,Fiber optic,Bank transfer,No,0,3,0
3,72.33,215.39,One year,DSL,Mailed check,No,2,4,1
33,59.94,1933.04,One year,Fiber optic,Credit card,No,3,2,1
11,111.24,1158.28,One year,Fiber optic,Mailed check,Yes,4,3,0
5,79.09,370.63,Two year,Fiber optic,Electronic check,Yes,3,4,0
22,90.19,2045.44,Month-to-month,Fiber optic,Mailed check,Yes,4,3,0
59,65.77,3632.59,Month-to-month,DSL,Electronic check,No,0,4,0
9,62.46,568.03,Month-to-month,Fiber optic,Mailed check,No,1,4,1
11,46.62,526.88,Month-to-month,DSL,Bank transfer,No,2,3,0
34,62.4,1958.02,One year,No,Credit card,No,2,2,0
17,85.58,1479.27,Month-to-month,DSL,Electronic check,Yes,1,4,1
33,93.13,3100.29,Month-to-month,Fiber optic,Bank transfer,Yes,3,3,0
16,73.78,1169.38,Two year,No,Electronic check,Yes,1,3,0
14,85.1,1108.34,Two year,Fiber optic,Credit card,Yes,1,5,0
10,73.16,759.38,Month-to-month,DSL,Electronic check,No,5,3,1
25,90.11,2338.48,Month-to-month,Fiber optic,Electronic check,No,3,2,0
10,54.32,523.83,Month-to-month,No,Electronic check,No,2,1,1
13,100.62,1260.58,Month-to-month,Fiber optic,Credit card,Yes,0,4,0
42,63.43,2640.37,Month-to-month,No,Electronic check,No,0,5,1
72,68.89,5128.18,Month-to-month,No,Bank transfer,Yes,1,3,0
27,48.4,1360.74,One year,No,Electronic check,No,4,2,1
43,56.38,2309.18,Month-to-month,DSL,Bank transfer,Yes,2,3,0
14,84.61,1175.47,Month-to-month,DSL,Credit card,Yes,3,3,1
16,57.03,882.73,One year,No,Electronic check,No,2,3,0
23,90.77,1979.88,Month-to-month,Fiber optic,Bank transfer,Yes,1,3,1
11,57.43,581.41,Month-to-month,No,Mailed check,No,3,2,0
14,75.33,1010.54,Month-to-month,Fiber optic,Mailed check,No,2,3,1
32,92.62,2853.21,Month-to-month,Fiber optic,Electronic check,No,2,4,1
20,94.66,1902.77,Month-to-month,Fiber optic,Electronic check,No,1,3,1
18,46.67,843.22,Month-to-month,No,Credit card,No,2,3,0
17,86.12,1533.17,Month-to-month,Fiber optic,Electronic check,No,4,3,1
8,78.61,632.78,Two year,DSL,Electronic check,Yes,1,5,0
22,50.61,1046.51,Two year,DSL,Electronic check,Yes,0,5,0
11,85.09,932.82,Month-to-month,DSL,Bank transfer,No,1,3,1
4,90.94,342.48,Two year,Fiber optic,Credit card,Yes,3,3,0
7,52.73,346.96,Month-to-month,DSL,Credit card,Yes,4,3,1
17,69.76,1233.99,Month-to-month,DSL,Bank transfer,Yes,2,3,1
30,45.94,1299.89,Month-to-month,No,Credit card,No,1,3,0
36,47.12,1665.68,Month-to-month,No,Bank transfer,No,2,2,0
5,81.12,420.99,Month-to-month,Fiber optic,Mailed check,Yes,0,5,0
28,108.08,3022.88,Two year,Fiber optic,Mailed check,Yes,2,3,0
61,101.69,6077.49,Month-to-month,DSL,Credit card,Yes,2,5,0
37,77.39,2758.91,Month-to-month,DSL,Electronic check,No,1,3,1
22,79.81,1644.03,Month-to-month,DSL,Mailed check,Yes,0,4,0
23,62.69,1487.45,Two year,No,Bank transfer,Yes,2,4,0
21,104.08,2239.04,Month-to-month,Fiber optic,Electronic check,Yes,3,3,0
13,62.32,842.06,Two year,No,Credit card,Yes,2,2,0
39,85.6,3407.32,Month-to-month,Fiber optic,Credit card,No,3,4,1
8,64.54,507.94,One year,No,Mailed check,Yes,1,3,0
22,77.12,1603.59,Month-to-month,Fiber optic,Credit card,No,1,4,1
4,64.38,266.41,Month-to-month,No,Electronic check,Yes,0,5,1
41,75.3,2922.13,Month-to-month,Fiber optic,Credit card,No,3,3,0
22,84.6,1825.6,Month-to-month,DSL,Electronic check,Yes,1,4,0
5,85.69,430.87,Month-to-month,Fiber optic,Electronic check,Yes,2,2,1
51,56.33,2959.75,Month-to-month,DSL,Mailed check,No,2,3,0
18,53.92,999.4,One year,No,Bank transfer,No,0,3,1
6,48.47,281.34,One year,No,Bank transfer,Yes,1,3,0
65,69.98,4256.57,Month-to-month,DSL,Bank transfer,No,1,4,1
16,75.14,1182.55,One year,Fiber optic,Credit card,No,3,2,0
10,73.39,758.43,One year,No,Bank transfer,No,0,3,0
23,108.78,2395.91,Two year,Fiber optic,Credit card,No,2,4,0
7,62.68,434.34,Month-to-month,DSL,Electronic check,No,3,3,1
13,93.96,1148.82,Month-to-month,Fiber optic,Credit card,No,4,2,1
47,47.81,2284.29,Two year,No,Credit card,No,2,4,0
16,68.11,1088.49,Two year,Fiber optic,Credit card,No,2,2,0
27,78.58,2156.02,Two year,Fiber optic,Mailed check,Yes,2,3,0
48,74.81,3439.09,One year,Fiber optic,Credit card,No,3,3,1
16,83.41,1345.11,One year,DSL,Electronic check,Yes,1,5,0
10,87.59,825.26,Two year,Fiber optic,Electronic check,No,2,3,0
31,56.54,1707.95,Month-to-month,No,Mailed check,No,1,3,1
6,78.98,487.8,Month-to-month,DSL,Credit card,No,3,3,1
9,71.1,631.21,Two year,No,Credit card,Yes,1,3,0
5,84.21,436.6,Two year,Fiber optic,Mailed check,No,3,4,0
46,86.41,4078.91,Month-to-month,DSL,Bank transfer,Yes,1,3,0
20,72.58,1434.95,Month-to-month,DSL,Mailed check,No,5,2,1
32,43.49,1341.75,Two year,No,Electronic check,Yes,2,5,0
9,64.57,591.15,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
26,96.08,2542.02,One year,Fiber optic,Electronic check,No,1,4,0
27,76.74,2045.96,Month-to-month,Fiber optic,Bank transfer,No,2,2,1
65,72.3,4407.38,Month-to-month,DSL,Electronic check,Yes,1,3,0
30,41.38,1193.79,One year,No,Electronic check,Yes,2,4,0
36,75.9,2683.77,Two year,Fiber optic,Bank transfer,No,0,4,0
22,77.06,1767.72,Month-to-month,DSL,Mailed check,Yes,1,3,0
1,78.25,79.86,Month-to-month,Fiber optic,Credit card,No,2,2,1
25,72.34,1846.57,Month-to-month,Fiber optic,Bank transfer,No,3,3,1
17,54.64,879.21,Month-to-month,No,Electronic check,No,4,3,0
16,69.79,1049.83,Two year,DSL,Credit card,No,4,3,0
13,50.6,688.28,Month-to-month,No,Electronic check,No,1,2,1
16,78.1,1196.37,Two year,Fiber optic,Bank transfer,Yes,2,3,0
11,73.53,813.06,Two year,DSL,Mailed check,No,2,2,1
34,66.01,2284.57,Month-to-month,DSL,Electronic check,Yes,0,2,1
8,68.9,544.59,Month-to-month,DSL,Mailed check,No,2,3,0
59,76.32,4186.36,Two year,Fiber optic,Credit card,No,1,3,0
32,103.86,3202.79,Month-to-month,Fiber optic,Electronic check,Yes,1,3,1
40,93.78,3905.19,Two year,Fiber optic,Credit card,Yes,0,4,0
8,56.67,450.0,Month-to-month,DSL,Bank transfer,No,3,2,1
13,73.24,993.67,Month-to-month,DSL,Electronic check,No,1,3,1
21,73.28,1448.09,Month-to-month,DSL,Bank transfer,No,2,4,0
20,113.63,2110.89,Month-to-month,Fiber optic,Bank transfer,Yes,0,3,0
32,84.71,2726.26,One year,DSL,Mailed check,Yes,1,3,0
20,82.21,1572.07,One year,Fiber optic,Electronic check,No,1,3,1
61,54.87,3328.3,Month-to-month,No,Credit card,Yes,2,5,0
9,79.62,693.34,Month-to-month,Fiber optic,Credit card,No,2,4,1
7,73.46,489.74,Month-to-month,DSL,Bank transfer,No,2,3,1
12,91.55,1023.36,Two year,Fiber optic,Bank transfer,No,0,4,0
16,68.9,1093.36,Two year,Fiber optic,Mailed check,No,3,2,0
42,58.09,2261.64,One year,DSL,Mailed check,No,1,4,0
26,72.87,1920.06,Two year,DSL,Bank transfer,No,3,3,1
1,87.08,83.1,Month-to-month,Fiber optic,Electronic check,No,1,4,1
1,83.12,78.0,Month-to-month,DSL,Bank transfer,Yes,2,5,1
18,79.96,1479.43,Month-to-month,Fiber optic,Electronic check,No,0,3,0
14,60.56,879.45,Two year,No,Credit card,Yes,3,3,0
18,99.26,1673.17,Month-to-month,Fiber optic,Electronic check,Yes,0,4,0
16,101.42,1693.6,Two year,Fiber optic,Credit card,Yes,6,3,0
55,66.98,3614.12,Month-to-month,DSL,Electronic check,Yes,0,3,0
38,43.03,1529.89,Month-to-month,DSL,Credit card,No,1,4,0
13,51.11,643.13,Month-to-month,Fiber optic,Bank transfer,Yes,2,2,0
19,70.33,1324.81,One year,DSL,Mailed check,Yes,2,4,0
15,72.01,1030.66,Month-to-month,No,Electronic check,Yes,2,3,1
2,80.11,163.67,Two year,Fiber optic,Bank transfer,No,4,2,1
13,95.86,1165.48,One year,Fiber optic,Mailed check,Yes,2,3,1
13,102.17,1374.62,Month-to-month,Fiber optic,Credit card,No,3,3,1
11,46.88,502.37,One year,No,Credit card,No,3,3,0
13,90.9,1237.26,Month-to-month,Fiber optic,Bank transfer,No,5,3,0
16,107.54,1683.2,Two year,Fiber optic,Electronic check,Yes,0,3,0
27,42.17,1049.94,Month-to-month,No,Electronic check,No,2,3,0
12,78.18,910.7,One year,No,Mailed check,Yes,0,4,0
47,70.36,3211.61,Month-to-month,DSL,Mailed check,No,0,3,0
9,76.87,668.74,Month-to-month,Fiber optic,Bank transfer,No,2,3,0
42,37.2,1590.13,One year,DSL,Mailed check,No,3,3,0
24,69.23,1654.91,Month-to-month,No,Mailed check,No,1,4,0
7,108.79,790.26,One year,Fiber optic,Mailed check,Yes,3,4,0
15,75.82,1138.71,Month-to-month,Fiber optic,Mailed check,No,5,3,1
57,94.15,5345.22,Month-to-month,No,Credit card,Yes,2,5,0
9,59.7,513.34,Month-to-month,DSL,Electronic check,Yes,0,4,0
58,79.65,4647.54,One year,Fiber optic,Electronic check,No,4,3,1
28,54.47,1542.29,Month-to-month,No,Electronic check,No,4,2,1
24,53.08,1179.31,Month-to-month,DSL,Electronic check,No,1,3,1
27,70.04,1752.65,Month-to-month,No,Bank transfer,No,0,3,0
15,86.38,1227.43,Month-to-month,Fiber optic,Credit card,No,3,3,0
9,83.63,749.64,One year,Fiber optic,Bank transfer,No,3,3,0
20,69.74,1398.49,Two year,DSL,Credit card,No,2,3,0
25,82.3,1988.11,One year,Fiber optic,Electronic check,Yes,0,4,0
29,83.62,2308.21,Month-to-month,Fiber optic,Electronic check,Yes,4,3,1
28,91.88,2422.01,Month-to-month,DSL,Electronic check,Yes,1,3,0
33,61.88,1958.59,One year,DSL,Bank transfer,Yes,1,4,0
72,59.14,4168.73,One year,Fiber optic,Mailed check,No,2,3,0
24,85.06,2037.17,Month-to-month,Fiber optic,Electronic check,No,5,3,1
45,64.46,2996.86,One year,DSL,Electronic check,No,2,3,0
29,71.34,2074.1,Month-to-month,DSL,Credit card,Yes,0,4,0
72,67.32,4803.35,Month-to-month,DSL,Electronic check,No,4,3,1
21,77.08,1562.03,Month-to-month,Fiber optic,Electronic check,No,1,3,0
19,93.43,1732.62,Month-to-month,Fiber optic,Mailed check,Yes,1,3,0
43,75.76,3270.07,Month-to-month,No,Mailed check,Yes,2,3,0
43,58.4,2518.33,Month-to-month,No,Bank transfer,No,1,3,1
16,77.86,1180.3,Month-to-month,DSL,Bank transfer,Yes,0,4,1
29,58.7,1745.45,Month-to-month,DSL,Credit card,No,3,2,1
33,86.55,2935.65,Month-to-month,Fiber optic,Credit card,No,0,3,0
32,106.21,3560.41,Month-to-month,Fiber optic,Mailed check,Yes,2,4,0
27,78.96,2209.13,Two year,DSL,Credit card,Yes,1,3,0
